root_id,shard_id,classification,manifest_allowed
18_data_layer,15,BLOCKED_NO_IMPLEMENTATION,false
18_data_layer,16,BLOCKED_NO_IMPLEMENTATION,false
19_adapters,01,BLOCKED_NO_IMPLEMENTATION,false
19_adapters,02,BLOCKED_NO_IMPLEMENTATION,false
19_adapters,03,BLOCKED_NO_IMPLEMENTATION,false
19_adapters,04,BLOCKED_NO_IMPLEMENTATION,false
19_adapters,05,BLOCKED_NO_IMPLEMENTATION,false
19_adapters,06,BLOCKED_NO_IMPLEMENTATION,false
19_adapters,07,BLOCKED_NO_IMPLEMENTATION,false
19_adapters,08,BLOCKED_NO_IMPLEMENTATION,false
19_adapters,09,BLOCKED_NO_IMPLEMENTATION,false
19_adapters,10,BLOCKED_NO_IMPLEMENTATION,false
19_adapters,11,BLOCKED_NO_IMPLEMENTATION,false
19_adapters,12,BLOCKED_NO_IMPLEMENTATION,false
19_adapters,13,BLOCKED_NO_IMPLEMENTATION,false
19_adapters,14,BLOCKED_NO_IMPLEMENTATION,false
19_adapters,15,BLOCKED_NO_IMPLEMENTATION,false
19_adapters,16,BLOCKED_NO_IMPLEMENTATION,false
20_foundation,01,BLOCKED_NO_IMPLEMENTATION,false
20_foundation,02,BLOCKED_NO_IMPLEMENTATION,false
20_foundation,03,BLOCKED_NO_IMPLEMENTATION,false
20_foundation,04,BLOCKED_NO_IMPLEMENTATION,false
20_foundation,05,BLOCKED_NO_IMPLEMENTATION,false
20_foundation,06,BLOCKED_NO_IMPLEMENTATION,false
20_foundation,07,BLOCKED_NO_IMPLEMENTATION,false
20_foundation,08,BLOCKED_NO_IMPLEMENTATION,false
20_foundation,09,BLOCKED_NO_IMPLEMENTATION,false
20_foundation,10,BLOCKED_NO_IMPLEMENTATION,false
20_foundation,11,BLOCKED_NO_IMPLEMENTATION,false
20_foundation,12,BLOCKED_NO_IMPLEMENTATION,false
20_foundation,13,BLOCKED_NO_IMPLEMENTATION,false
20_foundation,14,BLOCKED_NO_IMPLEMENTATION,false
20_foundation,15,BLOCKED_NO_IMPLEMENTATION,false
20_foundation,16,BLOCKED_NO_IMPLEMENTATION,false
21_post_quantum_crypto,01,BLOCKED_NO_IMPLEMENTATION,false
21_post_quantum_crypto,02,BLOCKED_NO_IMPLEMENTATION,false
21_post_quantum_crypto,03,BLOCKED_NO_IMPLEMENTATION,false
21_post_quantum_crypto,04,BLOCKED_NO_IMPLEMENTATION,false
21_post_quantum_crypto,05,BLOCKED_NO_IMPLEMENTATION,false
21_post_quantum_crypto,06,BLOCKED_NO_IMPLEMENTATION,false
21_post_quantum_crypto,07,BLOCKED_NO_IMPLEMENTATION,false
21_post_quantum_crypto,08,BLOCKED_NO_IMPLEMENTATION,false
21_post_quantum_crypto,09,BLOCKED_NO_IMPLEMENTATION,false
21_post_quantum_crypto,10,BLOCKED_NO_IMPLEMENTATION,false
21_post_quantum_crypto,11,BLOCKED_NO_IMPLEMENTATION,false
21_post_quantum_crypto,12,BLOCKED_NO_IMPLEMENTATION,false
21_post_quantum_crypto,13,BLOCKED_NO_IMPLEMENTATION,false
21_post_quantum_crypto,14,BLOCKED_NO_IMPLEMENTATION,false
21_post_quantum_crypto,15,BLOCKED_NO_IMPLEMENTATION,false
21_post_quantum_crypto,16,BLOCKED_NO_IMPLEMENTATION,false
22_datasets,01,BLOCKED_NO_IMPLEMENTATION,false
22_datasets,02,BLOCKED_NO_IMPLEMENTATION,false
22_datasets,03,BLOCKED_NO_IMPLEMENTATION,false
22_datasets,04,BLOCKED_NO_IMPLEMENTATION,false
22_datasets,05,BLOCKED_NO_IMPLEMENTATION,false
22_datasets,06,BLOCKED_NO_IMPLEMENTATION,false
22_datasets,07,BLOCKED_NO_IMPLEMENTATION,false
22_datasets,08,BLOCKED_NO_IMPLEMENTATION,false
22_datasets,09,BLOCKED_NO_IMPLEMENTATION,false
22_datasets,10,BLOCKED_NO_IMPLEMENTATION,false
22_datasets,11,BLOCKED_NO_IMPLEMENTATION,false
22_datasets,12,BLOCKED_NO_IMPLEMENTATION,false
22_datasets,13,BLOCKED_NO_IMPLEMENTATION,false
22_datasets,14,BLOCKED_NO_IMPLEMENTATION,false
22_datasets,15,BLOCKED_NO_IMPLEMENTATION,false
22_datasets,16,BLOCKED_NO_IMPLEMENTATION,false
23_compliance,01,BLOCKED_NO_IMPLEMENTATION,false
23_compliance,02,BLOCKED_NO_IMPLEMENTATION,false
23_compliance,03,BLOCKED_NO_IMPLEMENTATION,false
23_compliance,04,BLOCKED_NO_IMPLEMENTATION,false
23_compliance,05,BLOCKED_NO_IMPLEMENTATION,false
23_compliance,06,BLOCKED_NO_IMPLEMENTATION,false
23_compliance,07,BLOCKED_NO_IMPLEMENTATION,false
23_compliance,08,BLOCKED_NO_IMPLEMENTATION,false
23_compliance,09,BLOCKED_NO_IMPLEMENTATION,false
23_compliance,10,BLOCKED_NO_IMPLEMENTATION,false
23_compliance,11,BLOCKED_NO_IMPLEMENTATION,false
23_compliance,12,BLOCKED_NO_IMPLEMENTATION,false
23_compliance,13,BLOCKED_NO_IMPLEMENTATION,false
23_compliance,14,BLOCKED_NO_IMPLEMENTATION,false
23_compliance,15,BLOCKED_NO_IMPLEMENTATION,false
23_compliance,16,BLOCKED_NO_IMPLEMENTATION,false
24_meta_orchestration,01,BLOCKED_NO_IMPLEMENTATION,false
24_meta_orchestration,02,BLOCKED_NO_IMPLEMENTATION,false
24_meta_orchestration,03,BLOCKED_NO_IMPLEMENTATION,false
24_meta_orchestration,04,BLOCKED_NO_IMPLEMENTATION,false
24_meta_orchestration,05,BLOCKED_NO_IMPLEMENTATION,false
24_meta_orchestration,06,BLOCKED_NO_IMPLEMENTATION,false
24_meta_orchestration,07,BLOCKED_NO_IMPLEMENTATION,false
24_meta_orchestration,08,BLOCKED_NO_IMPLEMENTATION,false
24_meta_orchestration,09,BLOCKED_NO_IMPLEMENTATION,false
24_meta_orchestration,10,BLOCKED_NO_IMPLEMENTATION,false
24_meta_orchestration,11,BLOCKED_NO_IMPLEMENTATION,false
24_meta_orchestration,12,BLOCKED_NO_IMPLEMENTATION,false
24_meta_orchestration,13,BLOCKED_NO_IMPLEMENTATION,false
24_meta_orchestration,14,BLOCKED_NO_IMPLEMENTATION,false
24_meta_orchestration,15,BLOCKED_NO_IMPLEMENTATION,false
24_meta_orchestration,16,BLOCKED_NO_IMPLEMENTATION,false
